text,span,polarity,ordinal,aspect,cue_hits,cue_dist,product_id,n_cues
"the tv i bought is great .,picture quality good but sound can be more clear,nice picture quality,sometimes lines comes on screen.",sound,negative,0,sound,but,0,B09F6VHQXB,1
everything is fine but sound quality should be little bit more enhanced.,sound,negative,0,sound,but,0,B09LRZYBH1,1
"with no noise, the other person said i sounded great!",noise,negative,0,sound,no,0,B092X94QNQ,1
sometimes no sound is received while playing audio from both devices.,sound,negative,0,sound,no,0,B092X94QNQ,1
"ergonomic is also a must as i use these for long hours.currently, i use logitech m590 mouse which is really awesome and makes almost no noise at all.,great product,i have been using this product for 2years.",noise,negative,0,sound,no,0,B00CEQEGPI,1
"so, harman please include dual connectivity.bought this at 12.5k,good one, but sound is low.",sound,negative,0,sound,but,0,B0873L7J6X,1
but bass levels are different.,bass,negative,0,sound,but,0,B083T5G5PM,1
but full volume doesn't distort is loud enough.,volume,negative,0,sound,but|doesn|n't,1,B0B3CPQ5PF,3
",battery level indicator not available,,good audio but the mic feature is not that good.,good bluetooth speakers by themselves but bit overpriced.",audio,negative,0,sound,but|not|overpriced,1,B07B88KQZ8,3
the bass doesn't overpower them and feels just right.,bass,negative,0,sound,doesn|n't,1,B092X94QNQ,2
she does not sound chinese like the cheap chinese headphones.,sound,negative,0,sound,cheap|not,1,B09YLFHFDW,2
i was used to it on my 6t3 volume not too happy with the phone speakers.,volume,negative,0,sound,not,1,B09WRMNJ9G,1
"for mids, the spectrum is tilted towards bit of high bass but surprising absence of very specific high bass frequencies as mentioned above , but its bearable.",bass,negative,0,sound,but,1,B08D11DZ2W,1
good quality sound but has less bass as other says but it's decent.,sound,negative,0,sound,but,1,B0856HY85J,1
it s a quality refined timbre bass not some low quality stuff.,bass,negative,0,sound,not,1,B083T5G5PM,1
"people are complaining in reviews that it doesnot produce any bass, but actually its is the bass produced by the speaker which deteriorates the quality.",bass,negative,0,sound,but|doesn|not,2,B07YNTJ8ZM,3
"it is fairly even sound, but not a significant enough improvement in bass over the 200.",sound,negative,0,sound,but|cant|not,2,B07NC12T2R,3
"although i was able to detect in bios mine is basic for current usage 07wp95 , so i did not give up funny it may sound, no repair app.",sound,negative,0,sound,no|not,2,B0B25LQQPC,2
"excellent even sound, however the lack of bass as compared to the others pulls it back.",sound,negative,0,sound,however,2,B07NC12T2R,1
"jbl crystal clear even at full volume, but has least sound level in all of three.",volume,negative,0,sound,but,2,B083T5G5PM,1
"sennheisers tends to distort above 75 level of volume, but has greater sound level of all.",volume,negative,0,sound,but,2,B083T5G5PM,1
"sound don't explode or go outside of the buds to 50 as it go outside on boat 510 headphone, so its good.5.",sound,negative,0,sound,n't,3,B01MF8MB65,1
the transiton between mid and lower mids bass isn't great.,bass,negative,0,sound,n't,3,B07NC12T2R,1
"does not fit the ear snugly.falls off often.,it's a good quality product but battery drains very fast.,anc is just a gimmick on this one, bass is poor, don't buy if you need bass.",bass,negative,0,sound,but|drain|drains|n't|not|poor,4,B08FB2LNSZ,6
"no complaints.,good product,bass is not high,love it,",bass,negative,0,sound,no|not,4,B07L3NDN24,2
"picture is crystal clear enjoy it with high speed internet., in smart tv but low sound quality., 8k it's worth , value for money.good picture quality and sound.satisfied customer.",sound,negative,0,sound,but,4,B09X1M3DHX,1
"stylish design and finishing also good but low audio volume.it's better to use extra speakers...,good quality for the price,it was amazing to see it in big picture at home..",audio,negative,0,sound,but,4,B0BLV1GNLN,1
"the quality of the included cables is quite poor, so it's best to use something else.compared to the direct input from usb, the overall sound is poorer, with a shrunken soundstage and coarse vocals and treble.",sound,negative,0,sound,poor,4,B0978V2CP6,1
when you compare it with budget wired headphones like sennheiser cx 180 street ii bass is not too deep.,bass,negative,0,sound,not,4,B01FSYQ2A4,1
the angled jack is a plus but the sound quality is so so.,sound,negative,0,sound,but,4,B07KY3FNQP,1
"but if that's your thing, then you should know that the highs get pretty shrill at the setting, but the bass is still pretty clean and loud!3.",bass,negative,0,sound,but,4,B092X94QNQ,1
only thing i am missing is volume control on headphone,volume,negative,0,sound,missing,4,B00Y4ORQ46,1
but the audio quality is average.,audio,negative,0,sound,but,4,B08VRMK55F,1
"the cable is lengthy no quality loss till yet.ps i will update if there is any issues,,looks like cheap, but works fine",cheap,negative,0,value,but|cheap|issue|issues|no,0,B08PPHFXG3,5
"only issus is motion censor doesn't work,it's good but price is high and sometime it's not working so good can't take motion recording.,not up to mark",price,negative,0,value,but|can't|doesn|n't|not,0,B09CYTJV3N,5
"it fits the lg 2022 model's uq80 as well...a very good product.,done the job but value high.,product isn't bad, but the rate is very expensive.,nice",value,negative,0,value,bad|but|expensive|n't,0,B09TT6BFDX,4
"it's working very well good quality and amazon never disappoint me.thank you,not for good,it looks like original but the build quality is not so good but value for money",value,negative,0,value,but|disappoint|never|not,0,B09L8DT7D6,4
"does it's job.,now these days smartphone are so expensive and we are very careful about that, but once our charging cable lost or broken, we will think about the right one.",expensive,negative,0,value,broke|broken|but|expensive,0,B08H5L8V1L,4
"quality is not great cheap plastic but does its purpose.,worth for money..",cheap,negative,0,value,but|cheap|not,0,B07VVXJ2P5,3
"the display has no spelling errors and while the resolution is low, it is sufficient for the tasks.overall, it's quite expensive but is more kitted out than similar devices.",expensive,negative,0,value,but|expensive|no,0,B0978V2CP6,3
"working fine with airtel dth but the quality is cheap, it's not strong,earlier airtel tv remotes had larger keys which were easy to navigate.",cheap,negative,0,value,but|cheap|not,0,B08PKBMJKS,3
even at rs 5k it is not worth it because of the range issue.,worth,negative,0,value,issue|not|not worth,0,B08FN6WGDQ,3
"the screen has big bezels, however, the good part is that the screen goes completely back when it is off, so you won t notice the bezels, and the screen quality won t feel cheap at all.",cheap,negative,0,value,cheap|however|not,0,B096VF5YYF,3
"it s a bit expensive but it keeps phone s screen looking new and shiny, and it is much much better than the cheap ones in doing so it s night and day difference.fit and finish is really good too.",expensive,negative,0,value,but|cheap|expensive,0,B0B244R4KB,3
"not worth the money paid.,it's tiny specially can be look great on tiny wrist, look is also nice but internal feature is some down it must be upgrated.,auto data collection n update not there .",worth,negative,0,value,but|not|not worth,0,B0B82YGCF6,3
charge holds for good time over a day s usage kingone is cheaper in agif sale and this one was relatively expensive but at price point compared to apple this is good for casual use.,expensive,negative,0,value,but|cheap|expensive,0,B08KRMK9LZ,3
"no use of alexa.i think it's a good buy after 2 months of usage,all over amazfit gts2 mini new version is good but price is high and also calling features not available that is the biggest drawback.",price,negative,0,value,but|no|not,0,B09TBCVJS3,3
overall it is a good product but it is not worth 300rs.,worth,negative,0,value,but|not|not worth,0,B07RZZ1QSW,3
don't buy it for rs.3k i suggest waiting for a discount because this thing is certainly not worth that much.,worth,negative,0,value,n't|not|not worth,0,B0148NPH9I,3
real 7.1 will be dam expensive and can't be sure how human ear will respond to that technique....,expensive,negative,0,value,can't|expensive|n't,0,B079S811J3,3
"but packaging is not good feeling like seller gave is used cable.,good product,good product but cost is more.,original cable,i bought this cable at 129.",cost,negative,0,value,but|not,0,B08DDRGWTJ,2
"using 8month also fast working.,350 might be a little expensive but physically it s so good.",expensive,negative,0,value,but|expensive,0,B083342NKJ,2
"using it and satisfactory.,working good also not so expensive,using this for an audio transition from yamaha mgxu20 sound mixer to the laptop for live purpose excellent quality.,bought it before one and a half month....",expensive,negative,0,value,expensive|not,0,B00NH11KIK,2
little bit expensive but go with this because of good signal.4.,expensive,negative,0,value,but|expensive,0,B07P681N66,2
"good compatibility.all features works fine and as expected.bcuz of all this, it's a vfm product to me.,working fine can buy,it is working but expensive.",expensive,negative,0,value,but|expensive,0,B093ZNQZ2Y,2
but discarded sony just bcz of expensive and scared if my kid whilst playing will break it.,expensive,negative,0,value,but|expensive,0,B099K9ZX65,2
"an excellent fitness tracker but average health monitor., ,plz add calling feature with this,otherwise it is ok,good,it's little expensive but okkk,",expensive,negative,0,value,but|expensive,0,B096VF5YYF,2
"but worth buying than a expensive apple pencil ,",worth,negative,0,value,but|expensive,0,B09KGV7WSV,2
this was a saviour for me as i didn t want to buy expensive stylus and max dont work with iphones.,expensive,negative,0,value,didn|expensive,0,B08K4PSZ3V,2
"definitely not worth 1300 in my opinion.,,not adaptive for every person's ear.",worth,negative,0,value,not|not worth,0,B08JQN8DGZ,2
"surely go for it little costly but worth it.,use the tether app, do the installation by yourself enjoy the wifi.",worth,negative,0,value,but|costly,0,B00KXULGJQ,2
"good battary life, good sound, good connectivitycons very poor build quality, feel so cheap.",quality,negative,0,value,cheap|poor,0,B09PL79D2X,2
"saved an electronic device from being obsolete.if you want more performance..maybe get 900mah cell....but for me thats expensive...750mah is enough.long term performance is to be seen.,used for my philips trimmer.",expensive,negative,0,value,but|expensive,0,B003B00484,2
"place holder for mobile devices however, i use it to place a pen cons expensive.",expensive,negative,0,value,expensive|however,0,B00MUTWLW4,2
"grip to the table is also really good,the size is alright, material is good too but holy cow it reeks of cheap rubber.,fairenough looking at price tag.,it is really a good product.",cheap,neutral,0,value,but|cheap,0,B08WJ86PV2,2
u cant have the effect of an in ear earphones bass quality in a cheap bt..,quality,negative,0,value,cant|cheap,0,B0873L7J6X,2
it's not worth buying cartidges so go for refill.3 we only find cl 57s which is small.,worth,negative,0,value,not|not worth,0,B01JOFKL0A,2
",good quality, and cheap price,great for the price works with my usb mic fantastically well.",cheap,negative,0,value,cheap,0,B00NH11KIK,1
wrong instructions..a bit too expensive.,expensive,negative,0,value,expensive,0,B09DDCQFMT,1
"but price is too high.,working just as fine as 1.5m cable that my speaker company has provided.",price,negative,0,value,but,0,B01D5H8LDM,1
"you can go for it.,most expensive cable i have ever purchased.",expensive,negative,0,value,expensive,0,B081FG1QYX,1
"good product n it works fine,it's good one but price more than quality,connecting to sensor for using is slightly a headache......",quality,negative,0,value,but,0,B08XMG618K,1
expensive here on amazon.,expensive,negative,0,value,expensive,0,B0758F7KK7,1
